image_path,en_caption,caption_es,caption_zh,caption_ur
/content/flickr30k_images/1357753846.jpg,"A big , black dog runs through the water , near the shore .","Un gran perro negro corre por el agua, cerca de la orilla.",一只大黑狗穿过水面 在岸边,ایک بڑا اور سیاہ کتا پانی کے قریب ، ساحل کے قریب سے گزرتا ہے ۔
/content/flickr30k_images/1358089136.jpg,A young man in shorts and t-shirt is snowboarding under a bright blue sky .,Un joven en pantalones cortos y camiseta está haciendo snowboard bajo un cielo azul brillante.,穿着短裤和T恤的年轻人在蓝蓝的天空下滑雪。,مختصر اور ٹی وی میں ایک نوجوان نیلے نیلے آسمان کے نیچے برف بچھا رہا ہے.
/content/flickr30k_images/1358398144.jpg,A Young child is throwing a big rock into a body of water .,Un niño pequeño está lanzando una gran roca en un cuerpo de agua.,小孩把一块大石头扔进水里,ایک چھوٹا بچہ ایک بڑی پتھر کو پانی کی لاش میں پھینک رہا ہے ۔
/content/flickr30k_images/1358477469.jpg,A man wearing glasses and a black shirt is seen behind a series of gray mesh-like panels .,Un hombre con gafas y una camisa negra se ve detrás de una serie de paneles grises parecidos a mallas.,身戴眼镜和黑衬衫的男子出现在一系列灰色网状面板后面。,ایک سفید رنگ اور ایک سفید چہرے کے پیچھے ایک سفید چہرے دیکھا گیا ہے
/content/flickr30k_images/1358892595.jpg,A yellow dog running through a grassy area carrying something small in its mouth .,Un perro amarillo corriendo por una zona herbosa llevando algo pequeño en su boca.,一只黄色的狗在草地里跑来跑去 带着小东西在嘴里,ایک زرد کتا ایک چھوٹے سے علاقے میں کچھ ایسا کام کرتا ہے جو اُس کے مُنہ میں کِیا جاتا ہے ۔
/content/flickr30k_images/1359101233.jpg,A dog wearing a red saddle is running across a field with low grass and trees nearby .,Un perro que lleva una silla de montar roja está corriendo a través de un campo con hierba baja y árboles cercanos.,"一只穿着红马鞍的狗在田野上跑来跑去,",سُرخ رنگ کا کتے گھاس اور قریبی درختوں کے کھیتوں میں دوڑ رہا ہے ۔
/content/flickr30k_images/135911244.jpg,Two law enforcement men wear white cowboy hats while riding in a cart past a red car .,Dos hombres de las fuerzas del orden usan sombreros de vaquero blancos mientras montan en un carro más allá de un coche rojo.,"两名执法人员穿着白色牛仔帽,",دو قانون‌ساز آدمی سفید رنگ کی ایک کار میں ایک لال کار میں سوار ہوتے ہوئے سفید رنگ کی ٹوپی پہنتے ہیں ۔
/content/flickr30k_images/135916133.jpg,"A man wearing a yellow shirt is riding a large riding lawn mower , which is spraying cut grass behind him ; pine trees are visible in the background .","Un hombre que lleva una camisa amarilla está montando una gran cortadora de césped, que está rociando hierba cortada detrás de él; pinos son visibles en el fondo.","身穿黄衬衫的男子骑着一辆大型骑车的割草机,",ایک زرد رنگ کا رنگ رکھنے والا شخص ایک بڑے بُرج پر سوار ہوتا ہے جو اُس کے پیچھے گھاس کاٹ رہا ہے ؛ دان کے درخت پس‌منظر میں نظر آتے ہیں ۔
/content/flickr30k_images/1359765497.jpg,A man in a security vest is smiling for the picture .,Un hombre en un chaleco de seguridad está sonriendo para la imagen.,身穿安全背心的男人在为照片微笑,اِس تصویر میں ایک ایسے شخص کا ذکر کِیا گیا ہے جو اپنی تصویر کو محفوظ رکھتا ہے ۔
/content/flickr30k_images/135980645.jpg,A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with cranberries and cherries .,Una mujer rubia está en su cocina sosteniendo un cuchillo y galletas graham mientras está haciendo pastel con arándanos y cerezas.,金发女人在厨房里 拿着刀和羊肉饼干 在她用红莓和樱桃做馅饼的时候,اُس کے باورچی‌خانے میں اُس کے باورچی‌خانے میں ہے ۔
/content/flickr30k_images/135992929.jpg,A woman with red-hair and a black shirt has her eyes closed and a mirror behind her .,Una mujer pelirroja y una camisa negra tiene los ojos cerrados y un espejo detrás de ella.,"一只红头发和黑衬衫的女人闭上眼睛,后面有镜子。",سرخ رنگ والی عورت اور ایک سفید چہرے پر اس کی آنکھوں اور اس کے پیچھے ایک آئی آئی آئی ہے.
/content/flickr30k_images/1360456780.jpg,"A woman with shiny decorations in her hair is waving around purple , blue , and orange scarves .","Una mujer con decoraciones brillantes en su cabello está agitando alrededor púrpura , azul , y bufandas de color naranja .",头发有闪亮装饰的女人 在紫色、蓝色和橙色的围巾周围挥舞,اُس کے بالوں میں ایک عورت جا رہی ہے جو جا رہی ہے ، اُس کے بال سفید ، نیلے اور نارنجی رنگ کے اِردگِرد موجود ہے ۔
/content/flickr30k_images/1361420539.jpg,The black dog is walking through the tall grass .,El perro negro está caminando a través de la hierba alta.,黑狗正在穿过高高的草地,کتے کا کتا لمبی گھاس کے ساتھ چل رہا ہے ۔
/content/flickr30k_images/136151338.jpg,A young blond-haired girl wearing a YMCA sweater looks into a telescope while another girl with glasses watches her .,Una joven rubia vestida con un suéter YMCA mira a un telescopio mientras otra chica con gafas la mira.,"一名身着基督教青年会毛衣的金发女孩看着望远镜,",ایک چھوٹی سی لڑکی ایک چھوٹے سے کمرے کو پہن رہی ہوتی ہے اور دوسری لڑکی اس کی نگرانی کر رہی ہوتی ہے.
/content/flickr30k_images/13615892.jpg,A baby swaddled in a blanket with balloon designs is sleeping on a white mattress inside a colorless plastic bassinet that has two notes taped to it .,Un bebé envuelto en una manta con diseños de globo está durmiendo en un colchón blanco dentro de un moisés de plástico incoloro que tiene dos notas pegadas a él.,"婴儿睡在白床垫上, 里面有两张纸条, 上面有胶带。",ایک بچہ نیلے ڈیزائن کے ساتھ ایک سفید رنگ کی ایک سفید رنگ کے اندر سو رہا ہے جس میں دو رنگ کی چھوٹی سی چھوٹی پلاسٹک کے رنگ پر سو رہا ہے جو کہ اس سے دو صاف نظر آتا ہے ۔
/content/flickr30k_images/1361790462.jpg,Two people are wearing a Chinese dragon costume in front of an ornate Chinese gazebo with red pillars and the gazebo has two large red lanterns hanging from the roof .,Dos personas llevan un traje de dragón chino delante de un mirador chino adornado con pilares rojos y el mirador tiene dos grandes linternas rojas colgando del techo.,"两人穿着中国龙服, 站在一个有红色柱子的中国观光师面前,",دو لوگ چینی لوگوں کو چین کے ایک سرے پر لال رنگ کے ستونوں کے سامنے پہن رہے ہیں اور چھت سے دو سرخ رنگوں پر نظر آتے ہیں ۔
/content/flickr30k_images/1362097957.jpg,A woman sits in a chair under a tree and plays an acoustic guitar .,Una mujer se sienta en una silla bajo un árbol y toca una guitarra acústica.,女人坐在树下的椅子上 弹声吉他,ایک عورت کسی درخت کے نیچے بیٹھ کر اُس کی ایک چادر پر بیٹھ جاتی ہے ۔
/content/flickr30k_images/1362128028.jpg,"On a hot day , three small kids sit in a big container filled with water .","En un día caluroso, tres niños pequeños se sientan en un gran recipiente lleno de agua.",三个小孩坐在一个装满水的大容器里。,ایک گرم دن میں تین چھوٹے بچے پانی سے بھر گئے.
/content/flickr30k_images/1362206741.jpg,A woman works at her computer inside a large office housing several rows of desks .,Una mujer trabaja en su computadora dentro de una gran oficina que alberga varias filas de escritorios.,一名女性在一间大型办公楼的几排办公桌内用她的电脑工作。,ایک عورت اپنے کمپیوٹر پر کام کرتی ہے ۔
/content/flickr30k_images/1362276354.jpg,A woman with teddy bear earmuffs is using a wand to make a giant bubble .,Una mujer con orejeras de oso de peluche está usando una varita para hacer una burbuja gigante.,带着泰迪熊耳膜的女人 正在用魔杖制造巨大的泡沫,ایک عورت اپنے کانوں کے ساتھ آواز بلند کر رہی ہے اور ایک بڑا بچہ بنانے کے لئے استعمال کر رہا ہے.
/content/flickr30k_images/1362539060.jpg,A large group of what appear to be Indian women and children stand for a photo outside of a building .,Un gran grupo de lo que parecen ser mujeres y niños indios representan una foto fuera de un edificio.,"许多人似乎都是印度妇女和儿童,",ایک بڑی سی بات ہے کہ بہت سارے لوگ انڈیا میں عورتوں اور بچوں کو ایک عمارت کے باہر تصویر بنانے کے لئے کھڑے ہیں ۔
/content/flickr30k_images/1362794608.jpg,A man crawls through a playground plastic tube towards a little girl with red-hair .,Un hombre se arrastra a través de un tubo plástico patio de recreo hacia una niña pequeña con pelirrojo.,一个男人爬过操场塑料管 向一个穿红头发的小女孩爬去,ایک آدمی نے پلاسٹک کی پلاسٹک کی پلاسٹک کے ذریعے ایک چھوٹی سی بچی کے ساتھ ایک سُرخ رنگ کی شکل اختیار کر لی ہے ۔
/content/flickr30k_images/1362851262.jpg,"A man with a long black hair and beard , wearing a black shirt is sitting on rocks within a fenced in enclosure while holding the paw of a young polar bear .","Un hombre con un largo pelo negro y barba , usando una camisa negra está sentado en las rocas dentro de un recinto cercado mientras sostiene la pata de un oso polar joven .","身着黑衬衫的长长黑头发和胡子男子, 身着黑衬衫,",ایک سیاہ بال اور داڑھی رکھنے والا شخص ایک سفید چہرے کے اندر چٹان کے اندر پتھر لگا رہا ہے جبکہ ایک نوجوان بچے کی کمر کے اندر بیٹھتا ہے ۔
/content/flickr30k_images/1362882269.jpg,A shirtless man in a blue hat and sunglasses runs waist-deep through a large body of water .,Un hombre sin camisa con un sombrero azul y gafas de sol corre hasta la cintura a través de un gran cuerpo de agua.,一个穿着蓝帽子和太阳镜的无衬衣男子 穿透一大片水 腰部深处,نیلے ٹوپی میں ایک چھوٹا سا چہرہ ہے اور وکیس پانی کے ایک بڑے جسم کے ذریعے تیزی سے دوڑ رہا ہے.
/content/flickr30k_images/1362987900.jpg,"Man wearing a black fedora hat , blue shirt , strumming an electric guitar with rhythm slider on his left pinkie finger .","Hombre que lleva un sombrero negro fedora, camisa azul, rasgando una guitarra eléctrica con slider de ritmo en su dedo meñique izquierdo.","穿着黑色Fedora帽子, 蓝色衬衫,",انسان ایک سیاہ رنگ کی ٹوپی ، نیلے چہرے رنگ کے سفید چہرے ، رنگ کی تاروں سے لیکر اُس کی بائیں انگلیوں پر بجلی کی تار لگا دیتا ہے ۔
/content/flickr30k_images/136310496.jpg,"A black person in a white shirt and headscarf is plowing a field behind two yoked cattle , one tan and one dark brown , with blue-painted horns .","Una persona negra con camisa blanca y pañuelo de cabeza está arando un campo detrás de dos ganados en yugo , un bronceado y un marrón oscuro , con cuernos pintados de azul .","身着白衬衫和头巾的黑人正在两头紧紧的牛身后耕种田地,",سفید چہرے میں سیاہ رنگ کا ایک سیاہ شخص دو جانوروں کے پیچھے ایک کھیت کاٹ رہا ہے، ایک سیاہ رنگ کا ایک سیاہ سینگ ہے،
/content/flickr30k_images/1363343745.jpg,Two men in life jackets working on a jet ski while a small boy in a life jacket and a woman look on .,Dos hombres con chalecos salvavidas trabajando en una moto acuática mientras que un niño pequeño en un chaleco salvavidas y una mujer miran en .,"两个穿救生衣的男子在喷气滑雪上工作,而一个穿救生衣的小男孩和一个女人看着。",زندگی کے دو آدمیوں نے ایک جہاز پر کام کرتے ہوئے ایک چھوٹے سے لڑکے اور ایک عورت کو دیکھا ۔
/content/flickr30k_images/1363345475.jpg,A blond individual rides a jet ski in water near a mountain range .,Un individuo rubio monta una moto acuática en el agua cerca de una cordillera.,"一名金发人骑着喷气滑雪滑雪,",اِس کی وجہ یہ ہے کہ اِس میں بہت سی تبدیلیاں ہوتی ہیں ۔
/content/flickr30k_images/136358691.jpg,Two men are sitting on the floor under a staircase playing guitars .,Dos hombres están sentados en el suelo bajo una escalera tocando guitarras.,两个人坐在地板上 在楼梯下弹吉他,دو آدمی فرش کے نیچے بیٹھ رہے ہیں ۔
/content/flickr30k_images/1363843090.jpg,A dog walking through a stream carrying a white towel in its mouth,Un perro caminando a través de un arroyo llevando una toalla blanca en su boca,一只狗在溪流中行走 嘴里带着白毛巾,کتے کے پاس سے گزرتے ہوئے کتا سفید سا رنگ کھاتا ہے
/content/flickr30k_images/136391987.jpg,"Three younger heavyset ladies , dressed nicely in warm weather clothing adjusting themselves while walking down a sidewalk with palm trees in the background and two younger men following several feet behind .","Tres damas más jóvenes heavyset, vestidos muy bien con ropa de clima cálido ajustándose mientras caminan por una acera con palmeras en el fondo y dos hombres más jóvenes siguiendo varios pies detrás.","身着温暖的天气服饰, 身穿优雅衣服, 身穿风衣, 身穿风衣, 身着风衣,",تین چھوٹی عورتیں تیز موسمِ‌گرما میں گرم کپڑے پہنے ہوئے گرم کپڑےوں کے نیچے ایک کھجور کے درخت پر بیٹھ جاتی تھیں اور دو جوان آدمی بھی پیچھے ہٹ جاتے تھے ۔
/content/flickr30k_images/1363924449.jpg,The blond boy wearing a striped shirt is walking through the grass .,El chico rubio que lleva una camisa a rayas está caminando a través de la hierba.,穿着条纹衬衫的金发男孩正在穿过草地。,سُرخ رنگ کو پہننا گھاس سے چل رہا ہے ۔
/content/flickr30k_images/136399365.jpg,A man in a blue shirt is walking and talking on the phone .,Un hombre con camisa azul está caminando y hablando por teléfono.,一个穿蓝衬衫的男人 走路和说话的电话。,نیلے چہرے کا ایک شخص چل رہا ہے اور فون پر بات کر رہا ہے
/content/flickr30k_images/1364031423.jpg,A man in a blue shirt drives a red Khera Transport Corp. truck with yellow lettering .,Un hombre con camisa azul conduce un camión Khera Transport Corp. rojo con letras amarillas.,"一个穿蓝衬衫的男人开着一辆红色的赫拉运输公司卡车,上面写着黄色字母。",نیلے رنگ کے ایک شخص نے زرد خط کے ساتھ ایک سرخ رنگ کا ٹکڑا چلایا ۔
/content/flickr30k_images/1364148267.jpg,"2 men , one in orange raincoat and hard hat and holding a yellow pole , other man in jeans and t-shirt , both looking at caution cone .","2 hombres , uno en impermeable naranja y sombrero duro y sosteniendo un poste amarillo , otro hombre en pantalones vaqueros y camiseta , ambos mirando cono de precaución .","两个男人,一个穿橙色雨衣和硬帽, 拿着一根黄杆, 另一个穿牛仔裤和T恤的男人,",2 مردوں، ایک نارنجی رنگ اور سخت ٹوپی میں، اور ایک زرد رنگ کے رنگ میں، دوسرے آدمی،
/content/flickr30k_images/1364148789.jpg,A man who is wearing a dark shirt and jeans standing with his hand on his hip and the other hand leaning on a piece of equipment .,Un hombre que lleva una camisa oscura y vaqueros de pie con la mano en la cadera y la otra mano apoyada en una pieza de equipo .,"穿着黑衬衫和牛仔裤的男子手站在他的臀部上,另一只手靠在一件设备上。",ایک سفید چہرے اور اپنے ہاتھ پر بازو لگا کر دوسرے ہاتھ پر لگا ہوا نظر کرنے والا شخص اپنا ہاتھ تھامے ہوئے کسی چیز پر لگا دیتا ہے ۔
/content/flickr30k_images/1364747344.jpg,"s large man in a blue shirt and shorts leaning against a van in front of a store called "" Terrible 's ""","hombre grande en una camisa azul y pantalones cortos apoyados en una furgoneta frente a una tienda llamada ""Terrible 's""","穿着蓝色衬衫和短裤的大个子,穿着蓝色衬衫和短裤,靠在一家叫 "" 恐怖 "" 的商店前面的一辆面包车上。",نیلے چہرے کا ایک بڑا آدمی ہے اور ایک دُکان کے سامنے سڑک کے سامنے چھوٹی سی رُکاوٹوں کے سامنے
/content/flickr30k_images/13648274.jpg,A man wearing jeans and a button up dress shirt is holding a camera while standing next to a woman in black pants and a beige jacket .,Un hombre que lleva pantalones vaqueros y una camisa de vestir abotonada está sosteniendo una cámara mientras está de pie junto a una mujer en pantalones negros y una chaqueta beige .,"穿着牛仔裤和紧扣衬衫的男子拿着照相机,",ایک آدمی کا لباس پہننا اور چہرے کے تار کا ٹکڑا ایک کالے سی‌ڈی میں کھڑا ہوتا ہے اور ایک عورت کے پاس کھڑا ہو جاتا ہے ۔
/content/flickr30k_images/136493345.jpg,A rain bow is formed from water that is splashed from a tank on the street .,Un arco de lluvia se forma de agua que se salpica de un tanque en la calle.,雨水从街上坦克喷出的水中形成雨弓。,اِس کی وجہ یہ ہے کہ بارش کا پانی سڑک پر گِرا ہوا ہے ۔
/content/flickr30k_images/1365040902.jpg,A man wearing a gray t-shirt is standing beside a parking meter with a truck and small tree in the background .,Un hombre que lleva una camiseta gris está de pie junto a un parquímetro con un camión y un pequeño árbol en el fondo.,"身穿灰色T恤的男人站在停车表旁边,",ایک سفید رنگ کا لباس پہننے والا آدمی ایک ٹرک اور پس منظر میں ایک ٹرک اور چھوٹے سے درخت کے ساتھ کھڑا رہتا ہے.
/content/flickr30k_images/13651137.jpg,A man wearing black pants is holding up a jackhammer next to a broken cement walkway .,Un hombre con pantalones negros sostiene un martillo al lado de una pasarela de cemento rota.,身穿黑裤的男人 举起一个大锤 旁边的水泥路被破碎。,ایک سیاہ رنگ والا شخص ایک صاف‌وصورت کی طرف لیجا رہا ہے جسکی وجہ سے ایک ٹوٹ پڑنے کے بعد خشک راستے میں چلا جاتا ہے ۔
/content/flickr30k_images/13652901.jpg,Two men in hard hats and work coveralls look at the docked ship one of them points at .,Dos hombres con sombreros duros y los monos de trabajo miran el barco atracado uno de ellos puntos en .,两名身着硬帽和工作服的男子 看着停靠的船 其中一个点对着的船,ان میں سے ایک جہاز پر دو آدمی تھے ۔
/content/flickr30k_images/136552115.jpg,A mountain biker is jumping his bike over a rock as another cyclist stands on the trail watching .,Un mountain biker está saltando su bicicleta sobre una roca mientras otro ciclista se para en el sendero mirando.,一名骑山车的骑手正在跳过他的自行车 跳过一块岩石 而另一个骑自行车的骑手站在足迹上观望,ایک پہاڑی سائیکل اُونچی چٹان کی طرف چل رہی ہے ۔
/content/flickr30k_images/136581487.jpg,A toddler grasping the handle of a tool to stir food in a bowl along with another person whose arms are seen holding the bowl and tool .,Un niño pequeño agarra el mango de una herramienta para remover la comida en un tazón junto con otra persona cuyos brazos se ven sosteniendo el tazón y la herramienta .,"一名幼儿掌握着在碗里搅拌食物的工具的手柄,",کسی دوسرے شخص کے ساتھ خوراک پھیلانے کے لئے ہتھیار کو اُٹھانے کے لئے ہتھیار کو استعمال کرتے ہوئے اُسے ایک اَور شخص کے ساتھ کھانا تیار کرنے کے لئے استعمال کِیا جاتا ہے جس کے بازو ایک پیالے میں رکھے جاتے ہیں ۔
/content/flickr30k_images/1365896144.jpg,A woman in a blue blouse leans over a pool table with her cue in hand and an eight ball on the table .,Una mujer en una blusa azul se apoya sobre una mesa de billar con su taco en la mano y una bola de ocho en la mesa.,穿蓝色上衣的女人 手握着她的指头 趴在桌球桌上 桌子上还有8个球,ایک نیلے رنگ کی ایک عورت ہاتھ میں ایک برتن پر بیٹھی ہوئی میز پر بیٹھی ہے ۔
/content/flickr30k_images/136639119.jpg,A climber is attempting to climb around an overhang above the woods .,Un escalador está tratando de escalar alrededor de un saliente sobre el bosque.,一个登山者正试图爬上树林上方的悬崖。,ایک چھڑی جنگل کے اُوپر چڑھنے کی کوشش کر رہی ہے ۔
/content/flickr30k_images/136644343.jpg,Young boy smiles at the camera from the tire swing .,Joven niño sonríe a la cámara desde el columpio del neumático.,年轻男孩对轮胎摆动的相机微笑,نوجوان لڑکے ٹائر کی طرف سے جھولے کی طرف سے کیمرے پر قابو پا رہے تھے ۔
/content/flickr30k_images/136644885.jpg,A woman is crossing a rope bridge in the trees with other people waiting at one end .,Una mujer está cruzando un puente de cuerda en los árboles con otras personas esperando en un extremo.,"一名妇女正在穿过树上的绳桥,其他人在一端等待。",ایک عورت کو درختوں میں رسی لگا رہا ہے اور دوسرے لوگوں کیساتھ ایک ہی اختتام پر انتظار کر رہی ہے ۔
/content/flickr30k_images/136645716.jpg,"A man sits on a beach wearing swim trunks and a lei , holding a blue umbrella over his head .","Un hombre se sienta en una playa con traje de baño y un lei, sosteniendo un paraguas azul sobre su cabeza.","一名男子坐在海滩上, 身着泳裤,",ایک شخص ساحل پر بیٹھ کر جڑے ہوئے چھت پر بیٹھتا ہے اور اپنے سر پر نیلی چھتری پہنتا ہے ۔
/content/flickr30k_images/136679463.jpg,a street performer rides a high unicycle in front of a young boy while holding two pins in front of a crowd .,un artista callejero monta un monociclo alto delante de un chico joven mientras sostiene dos alfileres delante de una multitud.,"一名街头表演者当着一名年轻男孩的面骑着一辆高单车,",ایک گلی‌کوچوں میں ایک نوجوان لڑکے کے سامنے اُونچی سائیکل سوار سوار ہے جبکہ ایک بِھیڑ کے سامنے دو ہاتھ تھامے ہوئے ہیں ۔
/content/flickr30k_images/136693281.jpg,"A father and daughter holding a young tree upright , ready to be planted , as the son stands to their side wielding a shovel .","Un padre y una hija sosteniendo un árbol joven erguido, listo para ser plantado, como el hijo está de pie a su lado con una pala.","父亲和女儿扶着一棵年轻的树直立,",ایک باپ اور بیٹی ایک نوجوان درخت کو قابو میں رکھنے کیلئے تیار رہتے ہیں جیساکہ بیٹے اُنکی طرف کھڑا ہوتا ہے ۔
/content/flickr30k_images/136693284.jpg,A young boy wearing a name tag is running on a soccer field .,Un joven que lleva una etiqueta de nombre corre en un campo de fútbol.,一名身着名牌的男孩正在足球场跑步。,ایک نوجوان نوجوان نام رکھنے کا نام پہنتا ہے اور عالیشان میدان میں چلا رہا ہے ۔
/content/flickr30k_images/1367424701.jpg,A young man sitting on a rock on the shore of a body of water looking contemplative .,Un joven sentado en una roca en la orilla de un cuerpo de agua que parece contemplativo.,"一位年轻男子坐在水体的岸边的岩石上,",ایک نوجوان شخص پانی کے کنارے پر ایک پتھر پر بیٹھا ہوا دیکھتا ہے ۔
/content/flickr30k_images/1367685772.jpg,"A baby in a blue outfit , wrapped in a blanket , is sucking on her pacifier while laying down .","Un bebé en un traje azul , envuelto en una manta , está chupando en su chupete mientras se acuesta .",穿着蓝色衣服的婴儿 裹在毯子里 躺在地上时吸她的奶嘴,ایک نیلے رنگ کے کپڑے میں ایک بچے کو لپیٹ کر اُس کے گلے میں بٹھا رہا ہے ۔
/content/flickr30k_images/1368082221.jpg,A man wearing a black sweater cooks food in a pan while standing in a cluttered kitchen .,Un hombre que lleva un suéter negro cocina la comida en una sartén mientras está de pie en una cocina abarrotada.,"身穿黑毛衣的男人站在杂乱的厨房里,",ایک شخص کو باورچی‌خانے میں بیٹھے ہوئے کھانا پکانے کا کام سونپا جاتا ہے ۔
/content/flickr30k_images/1368108583.jpg,A man wearing a black shirt with his arm around a woman walking down the street .,Un hombre que llevaba una camisa negra con el brazo alrededor de una mujer que caminaba por la calle.,"一名男子身着黑衬衫,手围着一个女人走在街上。",ایک سفید چہرے کو ایک عورت کے بازو کے ساتھ باندھ کر سڑک پر چلا جاتا ہے ۔
/content/flickr30k_images/1368320477.jpg,"A smiling woman rides the subway while reading a magazine , with a ' Bud Light ' advertisement behind her .","Una mujer sonriente viaja en el metro mientras lee una revista, con un anuncio 'Bud Light' detrás de ella.","一位微笑着的女子在读杂志时乘地铁,",ایک براہ عورت ایک رسالے کو پڑھنے کے دوران 'سے' کے ساتھ، اس کے پیچھے ایک 'سے' اشتہار' چلاتی ہے.
/content/flickr30k_images/1368338041.jpg,"Three small dogs , two white and one black and white , on a sidewalk .","Tres perros pequeños, dos blancos y uno negro y blanco, en una acera.","三只小狗,两只白狗,一只黑白狗,一只白狗,在人行道上。",تین چھوٹے کتوں ، دو سفید اور سفید رنگ کی ایک سفید اور سفید رنگ میں سفید کِیا گیا ہے ۔
/content/flickr30k_images/1368383637.jpg,People stand in corridor looking from balcony as another person walks dog,La gente se para en el pasillo mirando desde el balcón como otra persona camina perro,"人们站在走廊的走廊上,从阳台上看着另一个人走狗。",لوگ ایک اور کتا کتا کی طرح نظر میں کھڑے رہتے ہیں
/content/flickr30k_images/1368512916.jpg,"A lady sitting against dark wood with a shawl , red and white skirt and bonnet .","Una señora sentada contra la madera oscura con un chal, falda roja y blanca y capó.",一位女士坐在黑暗的木头上 戴着披肩 红白裙子和帽子,ایک عورت کالی لکڑی ، لال اور سفید رنگ اور سُرخ رنگ والی لکڑی کے خلاف بیٹھی ہے ۔
/content/flickr30k_images/136886677.jpg,A large man sits in the back of a canoe with another man in front on a river .,Un hombre grande se sienta en la parte posterior de una canoa con otro hombre en frente de un río.,一个大男人坐在独木舟的背面 和另一个男人坐在前面的河边,ایک بڑا آدمی دریا کے کنارے کسی دوسرے آدمی کے ساتھ بیٹھتا ہے ۔
/content/flickr30k_images/1369162.jpg,"Construction site with 4 men , 2 of which are on the roof , looking at something in unison .","Sitio de construcción con 4 hombres , 2 de los cuales están en el techo , mirando algo al unísono .","建筑工地有四人, 其中两人在屋顶上,",چھت پر کوئی ایسی چیز نظر آتی ہے جو چار مردوں کے ساتھ، جو چھت پر ہیں،
/content/flickr30k_images/13691837.jpg,A woman with ripped jeans is laying on the ground with her forearm over her face .,Una mujer con pantalones vaqueros rasgados está tumbada en el suelo con su antebrazo sobre su cara.,"穿破牛仔裤的女人躺在地上,",اُس کے چہرے پر چوٹ لگی ہوئی ایک عورت کے ساتھ زمین پر گِر رہی ہے ۔
/content/flickr30k_images/1369506388.jpg,Woman holds crying baby while walking down the street with children in face paint .,Mujer sostiene llorando bebé mientras camina por la calle con los niños en pintura de cara.,"妇女带着孩子在街上露面时哭泣,",اُس نے کہا : ” مَیں اپنے بچوں کے ساتھ بہت پیار سے پیش آتا ہوں ۔ “
/content/flickr30k_images/1370293802.jpg,A chef with glasses cooks french bread in a giant oven .,Un chef con vasos cocina pan francés en un horno gigante.,厨师用眼镜在巨型烤箱里煮法国面包,اِس کی ایک مثال پر غور کریں ۔
/content/flickr30k_images/1370615506.jpg,"The Wine Shop on Twenty Fourth building lit up in the dark , two people in front .","La tienda de vinos en el edificio Veinticuatro se iluminó en la oscuridad , dos personas en frente .",24楼的葡萄酒店在黑暗中点燃 前面有两个人,تیسرے نمبر پر مے اندھیرے میں جلا کر دو لوگ سامنے کھڑے ہو گئے ۔
/content/flickr30k_images/1370773415.jpg,The woman in a red jacket is talking to a man outside of a store .,La mujer con una chaqueta roja está hablando con un hombre fuera de una tienda.,穿红色夹克的女人 正在跟店外的男人说话,سُرخ رنگ میں عورت کسی دُکان کے باہر آدمی سے بات کر رہی ہے ۔
/content/flickr30k_images/1371076688.jpg,A young child is jumping in the air in front of a large body of water as the sun sets .,Un niño pequeño está saltando en el aire delante de una gran masa de agua mientras el sol se pone.,"一名幼儿在太阳下山时, 在大片水面前跳跃在空气中。",ایک چھوٹا بچہ سورج کی روشنی کے سامنے فضا میں تیر رہا ہے ۔
/content/flickr30k_images/137231942.jpg,"A man wearing shorts , sandals , and a black shirt is talking on his cellphone .","Un hombre que lleva pantalones cortos, sandalias, y una camisa negra está hablando en su teléfono celular.",穿着短裤、凉鞋和黑衬衫的男人在用手机说话。,ایک شخص چھوٹے سا کپڑے ، جے اور ایک کالے چہرے پر بات کر رہا ہے ۔
/content/flickr30k_images/137306602.jpg,A man with a white shirt and red tie is talking to another man in a kitchen .,Un hombre con una camisa blanca y corbata roja está hablando con otro hombre en una cocina.,一个穿着白衬衫和红领带的男人 在厨房里跟另一个男人说话,ایک سفید چہرے اور سُرخ رنگ کا مریض باورچی‌خانے میں کسی دوسرے شخص سے بات‌چیت کر رہا ہے ۔
/content/flickr30k_images/137306998.jpg,A little child wearing a blue and yellow jacket is sitting on a rock .,Un niño pequeño que lleva una chaqueta azul y amarilla está sentado en una roca.,身穿蓝色和黄色夹克的小孩坐在石头上。,ایک چھوٹا بچہ ایک نیلے اور زرد رنگ کا لباس پہن رہا ہے ۔
/content/flickr30k_images/1373135088.jpg,"A man wearing blue jeans , blue shirt and a cap runs in front of a large truck on a street .","Un hombre que lleva pantalones vaqueros azules, camisa azul y una gorra corre delante de un camión grande en una calle.",穿着蓝色牛仔裤、蓝色衬衫和帽子的男人在街上一辆大卡车前跑来跑去。,ایک آدمی نیلے رنگ ، سفید چہرے اور ایک گلی میں ایک بڑی ٹرک کے سامنے دوڑ رہا ہے ۔
/content/flickr30k_images/137338651.jpg,"Two males running , one wearing red and white , the other navy blue and black , outside on a cloudy day .","Dos machos corriendo, uno vestido de rojo y blanco, el otro azul marino y negro, afuera en un día nublado.","两只公的跑步, 一只穿红白的, 另一只穿蓝黑的海军,",دو آدمی ایک سرخ اور سفید رنگ اور سفید رنگ‌برنگے رنگ‌برنگے رنگ‌برنگے اور سیاہ رنگ‌برنگے رنگ‌برنگے رنگوں سے باہر نکل رہے ہیں ۔
